District,State,Literacy_Rate_pct,Sex_Ratio_Total,Birth_Registration_pct,Electricity_Access_pct,Improved_DrinkingWater_pct,Improved_Sanitation_pct,Clean_Fuel_Cooking_pct,Iodized_Salt_Use_pct,Health_Insurance_Coverage_pct,Women_Literate_pct,Child_Marriage_pct,Teenage_Pregnancy_pct,Hygienic_Menstrual_Protection_pct,Higher_Order_Births_pct,ANC_First_Trimester_pct,ANC_4plus_Visits_pct,Neonatal_Tetanus_Protection_pct,Iron_Folic_100days_pct,Iron_Folic_180days_pct,MCP_Card_Registered_pct,Postnatal_Care_Mother_pct,OOP_Expenditure_Public_Delivery_Rs,Institutional_Births_pct,Institutional_Births_Public_pct,Home_Birth_Skilled_Personnel_pct,Births_Skilled_Personnel_pct,Caesarean_Section_pct,Caesarean_Private_pct,Caesarean_Public_pct,Home_Birth_Facility_Checkup_24hr_pct,Postnatal_Care_Child_pct,Fully_Vaccinated_Card_Recall_pct,Fully_Vaccinated_Card_Only_pct,VitaminA_6to35mo_pct,Vaccinated_Public_Facility_pct,Vaccinated_Private_Facility_pct,ARI_Prevalence_pct,ARI_Fever_Facility_Visit_pct,Breastfed_Within_1hr_pct,Exclusive_Breastfed_6mo_pct,Solid_Food_6to8mo_pct,Adequate_Diet_Breastfed_6to23mo_pct,Adequate_Diet_NonBreastfed_6to23mo_pct,Adequate_Diet_Total_6to23mo_pct,Child_Stunting_pct,Child_Wasting_pct,Child_Severe_Wasting_pct,Child_Underweight_pct,Child_Overweight_pct,Child_Anaemia_6to59mo_pct,Women_NonPregnant_Anaemia_pct,Women_Pregnant_Anaemia_pct,Women_All_Anaemia_pct,Women_15to19_Anaemia_pct,Women_BMI_Below_Normal_pct,Women_HighBloodSugar_Mild_pct,Women_HighBloodSugar_VHigh_pct,Women_Diabetes_or_Medicine_pct,Men_HighBloodSugar_Mild_pct,Men_HighBloodSugar_VHigh_pct,Men_Diabetes_or_Medicine_pct,Women_Hypertension_Mild_pct,Men_Hypertension_Mild_pct,Women_Cervical_Cancer_Screening_pct,Women_Breast_Exam_pct,Women_Oral_Exam_pct
Jharsuguda,Orissa,78.86,901,68.97,58.71,71.4,47.59,77.19,63.42,80.75,68.25,62.13,50,56.24,49.39,61.11,43.44,57.78,44.02,17.62,43.93,17.09,2865,58.39,33.34,40.21,76.81,19.88,10.66,4.6,27.95,34.11,59.67,52.16,73.4,26,70.41,6.87,42.77,35.69,39.09,70.81,8.05,25.99,32.01,57.24,15.88,4.02,55.33,3.66,74.48,53.35,44.48,45.27,42.69,53.65,8.57,0.6,10.69,0,6.24,2.57,7.22,6,23.28,12.21,16.77
Gajapati,Orissa,53.49,951,49.32,45.41,50.12,28.66,26.84,51.5,40.07,53.33,69.42,50,27.58,55,25.99,35.48,26.02,25.36,19.78,23.9,32.06,2033,62.87,34.74,17.8,42.99,27.38,33.46,10.99,48.46,19.88,56.38,42.52,75.24,56.41,59.99,5.7,31.71,49.6,90,76.4,23.24,10.5,33.74,69.05,23.07,7.26,60,5.89,53.79,86.97,47.7,62.95,68.68,55,9.09,3.43,7.12,0,10.12,8.26,12.96,11.21,4.09,0,11.63
Harda,Madhya Pradesh,72.5,919,65.44,66.36,42.44,51.75,46.08,75.23,5,67.45,46.26,50,55.92,55,26.48,32.5,32.11,38.01,28.85,40.35,38.76,1791,45.8,34.54,24.42,61.72,25.35,11.08,9.41,41.42,43.87,40.78,27.31,79.01,69.15,33.92,9.38,17.67,26.35,52.46,78.14,7.12,49.51,40.75,60.84,13.58,8.5,58.44,0,84.65,54.4,27.72,45.14,51.18,55,9.6,4.58,0,8.24,4.2,15.6,7.89,11.47,7.73,17.69,8.95
Perambalur,Tamil Nadu,74.32,959,81.31,66.21,69.86,56.83,40.86,79.63,28.58,68.94,49.07,50,73.59,46.7,44.18,57.07,58.63,58.71,43.11,55.26,49.35,3195,66.66,36.24,21.23,58.03,9.91,6.17,1,53.03,42.34,37.49,20.7,23.18,79.35,27.73,2.54,17.37,50.14,70,53.33,21.19,28.68,35.49,62.64,30.93,16.2,50.35,0.98,56.23,46.37,30.64,41.7,46.35,54.03,9.11,7.28,6.03,15.14,1.85,9.68,18.49,18.5,0.81,11.44,16.07
Panchkula,Haryana,81.88,888,55.1,70.78,76.33,72.28,33.42,77.37,36.46,76.15,31.81,50,53.51,46.86,47.49,52.62,61.43,18.17,5,57.82,46.8,1723,63.58,38.39,2,74.38,29.33,19.18,6.42,30.89,28.7,60.62,33.07,51.91,49.53,52.65,11.21,48.79,43.37,43.83,41.93,20.73,52.97,29.45,48.67,21.43,7.03,60,2.83,81.64,68.92,12,39.35,40.74,51.65,10.51,7.25,18.54,8.06,3.53,9.48,18.25,19.77,9.35,26.29,6.51
Pulwama,Jammu and Kashmir,63.48,963,57.35,50.51,46.32,39.49,5.78,76.26,39.82,51.29,61.03,50,40.68,55,31.04,61.88,50.77,21.87,15.16,49.99,37.07,3001,51.16,27.69,2,47.69,25.65,16.66,6.81,63.85,19.34,40.7,42.21,77.86,71.76,15.06,5.65,18.46,63.4,44.12,69.17,46.8,28.31,23.19,70,35.78,13.85,60,0.72,95,29.95,28.47,32.4,27.02,49.53,6.67,0.73,10.96,0,4.87,11.08,2.77,13.65,8.1,16.39,2.75
Udhampur,Jammu and Kashmir,68.49,983,47.1,65.9,63.72,42.97,25.51,78.52,41.24,53.47,70,50,42.33,55,39.45,69.8,52.15,30.54,32.05,47.28,30.74,3195,63.05,39.58,20.59,51.07,24.91,7.5,5.7,41.27,22.07,53.05,34.2,39.53,82.43,13.65,16.27,17.09,46.05,69.94,78.87,44.31,3.37,23.06,44.46,28.43,6.26,60,0.02,53.81,57.83,39.6,44.79,42.75,43.09,10.29,3.03,6.58,0.55,4.65,6.79,11.61,0,13.93,18.45,11.33
Kodagu,Karnataka,82.61,870,72.51,65.13,60.13,69.32,23.69,90.27,67.38,72.2,58.48,50,52.93,55,31.58,58.73,58.04,33.36,19.22,44.76,58.38,2710,74.66,52.21,14.9,69.68,40.49,28.8,19.18,26.2,67.16,64.28,40.8,82.39,75.52,21.05,6.74,14.79,30.94,19.54,41.29,26.02,23.69,23.16,63.02,25.7,9.73,48.89,5.62,95,36.82,40.43,38.1,37.2,50.94,13.57,5.18,8.2,9.5,10.58,13.35,7.69,7.66,19.67,20.05,14.12
Dantewada,Chhattisgarh,42.12,965,27.4,43.34,43.35,32.45,45.83,75.71,70.49,36.66,70,50,15,55,32.28,26.09,25.76,44.18,30.38,34.43,45.13,1076,30.36,17.8,42.7,26,38.44,20.13,13.48,36.67,41.08,15,10,94.21,47.77,50.28,6.08,16.98,39.42,69.1,66.03,39.54,29.96,11.43,70,11.36,1,60,0.9,65.2,22.27,48.92,36.12,36.89,55,6.78,2.19,10.92,9.94,2.43,11.96,11.26,5.81,2.76,11.08,5.66
Khunti,Jharkhand,63.86,999,48.72,50.46,43.86,57.38,31.59,71.11,41.57,46.81,70,50,48.75,55,23.16,26.96,51.67,52.02,37.46,34.66,28.14,2224,43.42,30.14,17.16,67.1,24.9,23.36,5.6,12.53,24.9,58.4,41.57,81.83,49.7,52.1,5.75,36.31,32.81,64.44,81.93,20.23,30.91,47.92,70,19.67,6.4,60,0.38,55.51,53.24,62.19,61.51,69.11,53.41,7.92,5.5,1.25,6.22,3.19,13.51,12.93,19.95,10.78,15.15,14.01
Sirmaur,Himachal Pradesh,78.8,902,61.15,65.65,48.29,58.05,37.09,74.63,66.97,65.22,62.99,50,46.7,55,36.07,58.14,71.52,51.5,22.7,61.63,30.52,2018,71.96,51.22,43.41,82.4,23.65,8.09,6.31,29.49,19.62,44.3,46.33,71.23,69.83,32.68,6.12,43.56,60.31,45.46,63.25,7.87,39.48,38.98,45.17,16.47,9.82,60,0.7,60.56,67.52,38.98,53.84,56.06,55,3.68,0,1.51,5.06,7.14,18.58,3.61,7.47,21.16,18.61,9.19
Una,Himachal Pradesh,86.53,1017,79.66,67.61,67.42,49,60.26,84.95,52.15,68.27,67.82,44.5,44.47,46.02,55.38,54.44,56.23,40.61,39.04,48.91,52.16,1754,77.97,53.74,14.28,69.92,28.82,19.03,8.07,42.74,49.13,62.32,44.11,49.05,91.26,5,10.43,51.55,60.12,55.44,87.82,31.33,32.43,30.05,59.08,19.21,3.18,60,5.17,58.95,58.21,57.82,59.65,54.21,49.15,5.34,4.78,5.32,10.18,0.24,9.85,5.13,23.1,14.64,18.18,17.8
Chamba,Himachal Pradesh,72.17,967,68.31,61.44,60.67,37.19,21.48,94.94,46.29,49.51,60.47,50,58.05,55,54.14,49.76,41.7,57.11,38.26,43.64,42.96,2328,59.06,29.4,42.95,50.25,12.16,1,3.1,46.01,40.26,46.78,56.15,63.63,62.25,36.57,7.83,30.61,62.2,58.26,85.01,29.34,25.28,36.78,59.57,20.18,5.37,58.37,1.61,86.03,56.41,62.45,58.02,50.56,55,7.41,7.08,6.44,11.42,4.88,11.55,5.75,15.45,15.58,11.35,13.98
Imphal West,Manipur,86.08,922,57.1,84.3,66.98,44.74,35.15,70.46,63.13,78.49,46.48,50,49.44,55,66.37,72.41,49.6,28.98,21.54,56.64,65.7,2892,76.7,50.48,26.08,75.86,12.3,1,1,27.62,51.15,55.72,42.3,31.08,59.02,38.55,11.95,42.44,55.61,59.27,62.26,13.75,17.19,36.04,69.78,11.79,2.02,49.75,0.23,84.77,16.02,68.4,43,42.37,52.24,4.44,4.16,17.97,9.78,5.43,6.07,7.24,19.81,21.1,11.32,20.36
Pithoragarh,Uttarakhand,82.25,948,67.24,77.63,56.62,64.2,45.37,79.19,46.45,65.35,60.98,50,54.19,44.23,57.91,39.46,49.8,71.83,29.8,64.32,34.6,1787,66.35,38.48,26.76,66.06,24.73,11.88,5.4,80,54.13,80.56,76.88,42.38,37.35,69.56,9.86,49.69,60.2,67.42,59.48,14.28,24.31,15.08,61.77,17.75,2.09,57.26,1.32,84.59,52.68,57.84,59.05,59.95,55,6.37,4.53,9.35,3.18,6.3,4.74,7.39,26.53,10.16,18.56,5.25
Chirang,Assam,63.55,972,45.57,64.04,52.31,56.37,48.56,82.06,86.16,65.41,70,50,59.15,55,31.06,27.04,48.33,28.56,23.49,46.24,31.67,2046,47.4,35.01,13.86,63.41,9.44,2.64,6.37,31.9,40.37,53.78,47.49,43.78,55.44,47.52,8.13,37.26,44.03,40.33,59.76,36.27,38.46,34.64,58.81,18.23,9.88,60,2.9,45.51,52.82,51.17,47.15,50.93,53.36,7.37,6.53,6.42,10.6,6.05,10.96,13.98,7.34,5.77,19.17,7.59
Senapati,Manipur,63.6,953,40.11,60.89,59.03,63.01,40.69,66.09,16.23,36.06,57.04,50,30.43,55,16.49,35.32,24.94,33.66,24.25,44.72,12.39,1983,54.09,34.3,26.92,47.76,23.93,22.88,9.12,5,21.58,60.84,48.52,59.24,49.13,49.95,9.49,24.69,37.72,90,67.02,4.8,42.02,42.24,54.68,10.92,5.2,60,4.78,67.84,64.32,32.72,51.93,48.72,55,12.08,2.67,9.28,5.59,10.96,11.51,11.11,3.28,19.55,12.09,5.92
Punch,Jammu and Kashmir,66.74,972,52.88,52.34,57.93,55.15,38.77,78.25,34.7,47.27,52.74,50,31.39,55,53.57,49.9,52.77,33.22,32.93,65.57,56.54,3247,60.88,35.69,40.31,61.09,19.57,12.52,6.24,56.84,40.24,53.52,52.76,50.16,62.49,38.63,12.79,36.63,55.69,51.3,47.4,31.7,20.57,18.87,61.71,25.4,15.59,60,4.62,41.75,39.13,54.36,46.12,42.9,55,2.54,5.87,0,4.59,2.35,14.45,5.64,14.12,14.91,14.11,13.12
Lohardaga,Jharkhand,67.61,913,52.62,58.53,60.77,58.96,36.74,60.41,42.47,52.73,60.82,50,50.02,51.12,53.63,47.22,55.39,25.93,13.07,28.96,43.57,1969,59.94,36.44,18.26,58.38,9.44,12.6,3.31,45.93,47.43,59.63,53.7,63.23,34.77,56.79,10.63,10,33.12,52.65,44.62,21.23,44.1,8.6,70,20.78,5.33,60,1.44,80.17,67.44,43.98,51.49,55.88,54.22,7.68,3.91,4.48,4.44,3.07,13.88,8.4,18.72,5.53,6.93,16.43
Imphal East,Manipur,81.95,957,90.73,68.29,61.57,51.56,50.17,56.77,53.79,73.76,59.14,47.02,68.86,55,37.01,38.42,40.29,69.08,33.55,46.98,43.61,1089,73.73,42.59,15.93,64.25,18.26,9.97,6.21,39.17,36.38,65.08,53.89,75.56,56.09,47.22,9.12,39.42,51.51,90,30.93,31.71,37.97,13.06,68.24,25.51,4.89,60,1.94,57.75,47.36,72.02,58.89,67.17,53.8,3.58,1.28,5.26,7.08,6.83,12.27,0,9.01,9.47,14.12,10.8
Hamirpur,Himachal Pradesh,88.15,893,75.44,88.65,84.01,50.14,50.91,82.4,70.36,73.12,55.09,50,45.96,55,59.54,61.97,52.51,58.54,29.67,50.89,37.02,784,68.84,40.22,17.04,76.85,31.05,23.21,10.03,26.63,52.08,66.54,68.45,43.81,43.84,54.18,9.69,34.6,48.98,22.08,64.68,36.86,17.58,25.84,57.38,22.9,11.98,60,7.21,72.55,50.51,51.46,54.86,49.75,43.43,9.06,6.71,3.9,9.28,5.68,19.42,20.1,13.22,14.87,11.49,15.62
Baudh,Orissa,71.61,946,44.93,56.07,49.78,58.63,22.52,73.39,44.51,58.35,42.79,50,54.2,55,35.4,28.55,52.34,55.39,29.19,32.42,28.2,2526,73.52,39.17,39.44,67.9,18.82,8.61,8.66,42.08,32.75,67.67,46.77,60.97,78.92,17.04,3.39,53.3,55.65,89.82,95,14.51,33.45,12.36,64.84,5.29,1.03,60,4.99,57.47,62.92,47.44,53.73,53.34,52.59,9.38,8.2,15.17,0,6.05,9.44,10.09,20.3,19.86,8.53,16.52
Kullu,Himachal Pradesh,79.4,914,58.9,77.72,71.49,59.76,43.33,80.43,16.56,53.47,70,50,61.39,55,61.69,37.59,55.18,30.02,9.06,48.38,52.61,1515,64.75,33.6,30.26,68.18,18.87,8.3,8.38,64.14,67.62,60.55,37.45,49.68,46.53,60.04,18.29,26.62,41.26,56.68,35.14,11.32,35.18,24.94,57.64,12.33,3.53,60,2.5,38.66,37.16,72.65,55.8,63.03,51.77,12.71,7.48,12.3,4.08,0.78,10.05,14.96,19.71,19.2,16.37,13.21
Kulgam,Jammu and Kashmir,59.23,921,59.64,59.56,65.32,42.54,14.43,77.79,61.85,36.09,58.05,50,20.87,55,26.4,34.15,48.7,36.79,32.4,48.34,22.25,2802,49.39,41.27,37.37,51.12,21.29,4.73,1.16,38.63,16.65,75,50.84,61.8,51.7,49.67,10.11,31.28,37.57,45.46,62.24,42.6,15.1,19.14,70,32.23,17.33,58.63,0,78.28,67.36,42.28,49.98,56.21,55,4.3,6.71,2.95,5.16,11.54,12.42,13.97,9.51,16,11.56,11.69
Thoubal,Manipur,74.47,999,81.74,79.83,68.21,56,40.9,66.28,60.1,60.88,52.67,50,60.11,55,64.7,38.04,51.99,48.49,39.72,46.21,45.93,1002,52.75,32.83,23.76,56.32,22.59,16.36,7.38,8.54,54.83,67.48,64.63,71.72,67.08,29.59,10.51,31.13,48.95,34.85,61.79,24.31,10.98,26.99,70,25.28,10.62,60,2.08,79.44,34.68,49.95,36.84,34.98,55,6.58,5.53,2.67,11.15,6.35,5.08,9.82,14.63,11.22,18.83,3.24
Doda,Jammu and Kashmir,64.68,994,37.65,55.34,55.02,48.51,26.6,77.46,6.16,39.07,52.17,50,54.04,55,45.01,49.49,59.69,40.59,22.79,41.95,63.32,1715,53.43,24.8,20.47,64.13,14.69,10.86,1,5,15.52,36.9,39.28,76.42,53.83,43.15,7.89,25.47,58.98,32.16,62.72,28.93,36.63,20.88,64.89,6.03,5.12,60,0.35,67.09,64.83,82.15,70.26,78.41,54.04,9.22,5.09,2.7,3.53,0.25,14.44,0,7.39,11.6,16.77,15.97
Aizawl,Mizoram,97.89,974,59.62,93.09,73.35,81.36,91.82,63.2,44.92,73.95,68.25,36.47,65.41,50.78,75.41,62.17,65.42,40.02,20.87,51.3,54.56,1002,87.46,45.88,25.09,91.56,21.5,17.86,10.07,41.92,75.36,66.72,45.84,71.41,95,6.83,1,50.64,53.73,48.85,83.85,35.93,23.64,26.57,56.33,22.76,7.24,49.67,1.27,33.33,51.47,54.26,55.9,58.87,55,8.63,3.72,8.07,5.68,6.83,11.36,7.21,4.3,13.63,15.21,13.49
Jaintia Hills,Meghalaya,61.64,906,69.94,71.45,65.43,56.1,31.39,94.69,13.2,51.4,65.44,50,55.67,55,28.34,58.17,35.24,48.73,14.71,35.18,25.45,2591,58.49,40.62,32.84,49.11,7.51,5.96,5.7,17.25,20.2,53.67,21.42,66.28,78.75,22.69,6.94,25.87,38.73,60,51.67,13.46,51.17,34.23,64.95,12.34,2.76,60,1.07,76.26,52.69,68,60.19,65.84,55,0,2.01,10,10.24,1.69,11.45,11.77,21.15,9.02,2.65,19.93
Bandipora,Jammu and Kashmir,56.28,937,51.11,46.33,37.35,44.84,7.7,61.73,31.71,34.98,57.72,50,50.76,55,35.81,30.8,30.95,34.6,26.33,34.78,38.35,2784,60.33,27.29,17.03,46.84,10.01,16.64,1.06,33.21,33.23,46.49,33.22,29.6,62.31,37.84,8.3,50.86,26.84,66.2,35.81,35.82,54.09,15.5,70,3,1,60,2.54,53.94,15,74.06,47.83,47.41,55,3.25,0,11.08,7.16,7.79,13.71,10.3,0.2,4.52,6.51,5.04
Chamoli,Uttarakhand,82.65,999,58.3,63.64,59.02,66.31,42.58,75.65,26.94,78.1,59.05,50,58.89,55,33.83,48.12,66.08,34.87,34.15,64.28,34.88,2505,74.41,29.07,36.42,81.57,11.29,8.22,3.48,20.44,25.91,68.7,43.42,36.37,68.63,25.35,4.71,16.02,42.36,59.79,56.99,32.68,36.61,30.38,63.3,32.26,14.92,60,3.14,72.75,46.14,41.17,47.13,50.66,47.04,8.28,0,3.93,13.13,1.05,12.88,15.2,14.15,10.52,12.98,14.3
West Khasi Hills,Meghalaya,77.87,956,68.75,56.92,61.64,59.65,49.51,65.49,61.19,70.98,60.97,50,49.99,55,52.96,61.25,55.91,21.67,7.9,37.76,67.36,1223,68.4,26.35,24.39,57.12,22.7,19.71,1,19.14,26.63,67.39,46.59,41.52,19.6,75.12,4.67,45.28,54.17,45.82,54.98,42.64,43.32,16.77,68.84,19.6,7.99,60,1.54,57.64,51.85,64.54,55.92,54.05,55,5.16,4.04,8.11,6.4,8.02,13.06,9.99,10.78,10.39,18.33,14.98
Bilaspur,Himachal Pradesh,84.59,1043,42.09,81.12,82.36,54.6,70.85,84.85,47.34,54.33,47.37,44.17,49.48,52.04,57.31,49.66,66.32,54.57,31.81,54.66,67.6,1529,68.33,23.75,2,76.74,19.6,11.12,10.75,21.23,57.3,45.21,25.47,65.17,84.17,12.09,6.64,39.51,53.39,79.11,31.54,42.43,15.67,26.93,70,20.74,9.7,60,0.44,59.18,78.23,44.68,66.16,67.28,55,9.25,0.17,8.72,14.53,1.34,9.05,19.21,16.29,14.5,19.98,2.68
Dimapur,Nagaland,84.79,966,68.63,63.13,73.91,66.92,37.03,74.02,19.29,59.61,57.53,50,58.98,54.57,75.4,68.8,66.24,76.8,49.55,70.22,48.9,2411,66.78,26.34,30.6,67.6,16.66,6.29,8.67,22.85,58.97,77.01,44.88,32.18,71.21,27.81,11.09,40.01,53.64,90,68.68,25.76,11.35,26.02,36.95,8.95,1,53.17,2.64,72.46,54.46,82.64,66.92,69.08,30.02,10.17,5.24,14.98,15.25,2.08,18.85,4.7,8.89,17.37,16.73,19.83
Dhalai,Tripura,85.72,958,72.57,74.54,61.04,46.06,22.7,71.78,62.6,49.58,40.32,50,65.7,55,52.93,57.92,40.52,35.68,35.2,55.55,40.66,681,80.62,34.89,4.73,87.09,24.91,19.78,13.32,48.97,50.02,56.18,57.2,64.75,60.68,39.11,13.02,44.63,70.99,81.9,47.21,34.04,28.02,31.27,63.17,9.77,1,60,2,52.69,45.21,73.1,62.16,65.83,50.04,5.15,9.24,12.87,8.83,5.41,3.69,12.59,19.85,23.76,20.84,15.83
Dadra and Nagar Haveli,Dadra and Nagar Haveli,76.24,938,71.42,71.68,61.45,63.91,53,88.24,16.32,53.54,49.33,50,50.13,55,50.62,17.51,43.16,45.17,28.7,32.21,40.63,1983,72.41,50.91,30.31,65.31,21.79,13.72,13.57,45.33,50.82,49.78,31.87,63.29,72.19,27.01,8.68,48.99,32.59,48.53,63.75,25.53,11.99,29.22,65.63,6.27,1,57.16,0,62.5,67.5,61.89,67.57,80.57,37.41,8.4,0,1.82,8.67,3.17,7.57,4.86,11.67,11.9,28.06,5.46
Uttarkashi,Uttarakhand,75.81,955,51.72,69.53,58.13,41.12,19.78,78.35,51.6,65.57,34.41,50,31.09,54.92,36.05,59.62,44.07,56.23,35.3,65.86,41.94,3565,55.82,30.33,30.82,74.52,15.1,13.98,1,13.26,54.23,49.51,48.43,19.29,74.38,25.05,5.73,40.02,72.29,64.04,59.56,26.74,34.31,41.87,65.67,30.34,11,60,4.22,72.64,47.42,66.71,57.26,70.36,55,11.82,1.08,0,9.24,3.34,8.24,14.57,21.71,16.59,14.57,12.85
Samba,Jammu and Kashmir,81.41,944,66.91,76.25,60.82,59.85,37.3,84.2,28.72,60.89,37.91,50,69.67,48.28,51.27,59.8,49.76,30.47,19.72,64.34,53.45,2038,74.98,38.33,23.96,63.11,7.65,6.74,6.23,15.71,36.57,69.48,50.34,36.25,54.51,54.9,6.55,51.21,63.42,65.19,48.89,11.45,19.03,26.69,61.22,5.85,1,58.22,1.54,95,70.48,38.87,54.87,56.06,55,10.07,10.56,8.44,10.27,0.41,7.4,6.23,14.31,13.76,15.12,13.67
East Garo Hills,Meghalaya,73.95,978,51.21,68.11,72.86,43.31,35.51,66.22,37.69,61.54,70,50,53.67,45.81,36.11,55.79,48.86,36.22,10.33,60.46,56.85,860,68.06,25.89,26.52,52.87,9.8,2.4,9.35,41.82,23.88,52.47,30.31,78.88,68.84,35.41,8.4,36.62,45.02,83.87,78.36,22.31,32.67,19.47,64.94,31.93,17.84,47.13,2.46,63.88,58.92,77.48,69.16,78.54,54.45,2.92,6.5,5.81,7.49,4.01,2.27,1.22,6.7,18.13,10.59,10.56
Reasi,Jammu and Kashmir,58.15,988,51.17,61.29,39.08,46.24,28.85,61.14,55.09,32.25,70,50,36.91,55,33.37,11.96,52.79,23.75,5,23.27,22.45,1653,40.52,21.14,33.19,47.55,3.33,7.54,1,53.95,31.82,39.02,33.34,71.95,80.88,25.06,8.87,17.01,45.08,48.91,60.78,3.46,27.58,38.16,70,11.11,4.38,60,2.56,77.59,41.51,35.53,38.87,36.38,55,5.26,3.67,4.2,11.67,7.65,19.22,2.57,16.26,4.19,13.22,6.34
Debagarh,Orissa,72.57,919,50.47,58.65,78.26,50.46,48.88,79.29,55.43,63.07,57.12,50,59.37,55,42.01,35.59,64.16,53.1,25.4,65.92,55.67,1632,66.01,22.41,14.05,63.79,19.41,8.26,6.11,53.67,32.99,49.83,34.24,40.99,70.19,32.13,9.74,34.41,40.83,37.63,65.81,23.35,38.92,30.97,70,9.18,4.32,60,2.97,47.42,69.07,56.51,61.62,66.3,43.16,6.11,2.4,5.22,9,10.64,14.21,7.64,15.51,10.38,20.2,10.61
Ganderbal,Jammu and Kashmir,58.04,897,44.45,47.5,61.01,24.68,19.57,74.17,71.74,39.89,70,50,55.87,55,27.69,27.76,39.8,49.93,38.06,32.9,42.24,4126,40.94,19.56,29.52,45.25,9.38,9.22,1.83,16.95,36.59,25.39,17.39,37.3,57.45,42.91,6.24,43.21,44.31,75.41,73.8,40.84,34.57,37.61,70,18.56,4.15,60,3.29,90.42,64.02,38.58,49.87,49.62,55,2.26,5.76,11.9,12.54,7.48,7.84,17.79,12.36,13.76,9.11,12.15
Ramban,Jammu and Kashmir,54.27,877,35.74,43.43,61.18,42.2,23.46,85.52,43.35,41.23,65.84,50,15,55,30.6,22.47,37.76,34.04,17.74,32.89,26.47,3699,26.7,31.2,33.96,52.2,13.05,14.89,7.99,52.81,36.42,34.74,27.21,10,67.34,34.71,10.12,22.87,60.92,62.31,69.33,34.34,24.35,25.56,70,13.53,2.05,60,0.39,52.88,68.44,63.77,64.96,66.4,55,10.28,6.94,1.48,1.19,7.05,14.49,13.71,8.51,12.68,8.9,11.42
East Sikkim,Sikkim,83.85,970,74.4,81.28,64.87,52.92,45.1,77.04,51.13,65.53,47.26,50,63.04,47.1,41.61,71.21,52.45,36.82,17.86,51.67,37.27,2858,69.99,43.8,41.12,69.59,16.72,8.95,1,5,37.94,46.24,28.18,87.43,86.88,14.25,9.8,27.22,46.27,35.04,67.18,26.35,10.84,11.3,56.58,19.78,12.57,47.56,3.62,63.02,52.27,77.92,68.75,82.83,47.06,3.42,0.19,18.24,7.87,0,10.2,12.23,18.16,18.09,14.16,12.61
Churachandpur,Manipur,82.78,906,75.67,80.8,67.31,66.76,46.91,80.46,36.25,55.19,50.9,50,43.68,55,40.97,49.53,59.7,41.08,20.27,67.42,51.06,1891,72.43,38.16,6.73,53.71,28.44,24.27,17.22,31.35,53.98,57.3,30.01,58.82,76.11,27.93,6.42,47.2,49.93,67.7,52.64,22.58,32.28,53.93,58.77,11.98,10.14,60,2.31,72.67,64.02,57.22,55.85,57.09,55,5.59,8.48,5.41,11.06,4.91,9.55,9.67,7.21,21.95,10.8,13.33
Kohima,Nagaland,85.23,864,66.58,79.87,56.07,59.67,47.61,58.52,48.64,58.22,47.61,50,64.65,55,59.8,50.7,62.42,40.05,22.93,57.86,38.42,3281,71.52,44.92,24.9,76.87,27.29,19.73,9.1,43.77,54.73,69.85,51.98,95,41.06,54.06,1.12,44.84,45.79,88.09,48.32,18.52,5.61,19.77,54.08,16.49,7.84,56.27,5.17,53.3,83.81,55.04,67.93,68.73,55,10.29,5.2,12.16,2.43,3.05,6.2,4.37,7.84,6.67,17.72,12.28
Shupiyan,Jammu and Kashmir,60.76,966,50.95,62.97,49.25,46.49,38,99,53.79,54.39,61.39,50,43.81,55,35.52,43.08,52.56,23.65,27.81,47.35,48.74,1180,74.58,36.85,8.46,44.59,17.45,15.6,9.77,5,42.1,55.06,49.01,54.17,72.56,31.06,4.46,21.27,36.38,42.51,67.37,13.98,47.45,13.07,70,12.93,1,60,4.63,81.21,57.57,48.18,51.9,50.49,55,4.2,6.81,5.65,8.72,0.47,11.09,5.34,16.16,4.66,13,5.22
Bageshwar,Uttarakhand,80.01,1050,50.52,63.76,71.94,46.43,55.66,76.03,43.03,66.2,63.43,50,62.36,55,48.17,54.84,64.99,43.78,25.06,56.77,34.52,3169,71.04,32.67,7.95,65.12,30.66,15.75,10.49,72.67,39.11,74.09,48.35,63.65,70.17,30.67,14.27,35.81,46.98,38.96,50.57,34.82,37.41,35.6,49.83,25.89,9.08,49.57,5.65,55.07,49.02,51.61,49.63,49.03,49.41,4.65,7.07,1.41,9.43,1.18,7.84,7.24,11.74,17.21,15.8,11.77
Champawat,Uttarakhand,79.83,950,61.88,83.52,79.85,49.99,48.79,86.37,8.92,71.26,53.6,50,50.89,51.37,26.42,10,33.87,51.81,24.8,54.93,54.47,3035,69.03,51.6,24.31,80.28,2,2.37,2.67,58.88,53.27,71.31,54.71,75.83,82.95,8.01,1.23,36.35,39.97,55.54,76.92,6.58,41.8,15.66,66.08,23.1,10.18,60,1.12,77.46,78.16,44.63,62.29,59.72,46.09,7.35,4.94,8.27,13.91,7,6.14,6.79,1.21,18.44,25.16,9.04
